Date,State,District,Soil_Type,pH,EC,N,P,K,OC
24-10-2023,Uttarakhand,Dehradun,Loamy,5,0.32,141,18,161,0.61
09-02-2021,Jharkhand,Ranchi,Loamy,6.1,0.56,243,37,325,0.79
17-11-2017,Chandigarh,Chandigarh,Loamy,6.5,0.27,237,26,280,1.13
23-04-2019,Punjab,Patiala,Alluvial,7,0.38,227,48,300,1.14
26-09-2023,Andaman and Nicobar Islands,Port Blair,Loamy,6,0.43,185,26,200,0.91
20-10-2015,Andaman and Nicobar Islands,Port Blair,Loamy,6.5,0.61,182,28,229,0.78
04-06-2024,Tamil Nadu,Coimbatore,Red,5.7,0.29,97,23,141,0.76
29-01-2024,Rajasthan,Udaipur,Sandy,6.6,0.25,95,14,76,0.31
30-12-2024,Jharkhand,Ranchi,Loamy,7.7,1.82,212,30,330,1.39
25-05-2025,Kerala,Ernakulam,Laterite,7.7,2.18,99,20,131,1.01
03-01-2024,Chandigarh,Chandigarh,Loamy,5.9,0.23,251,18,206,0.86
02-02-2021,Delhi,New Delhi,Loamy,4.9,0.87,226,32,189,0.66
24-03-2024,Nagaland,Kohima,Loamy,5.2,0.47,174,28,292,0.74
05-04-2025,Maharashtra,Nashik,Red,6.2,0.17,129,21,136,0.77
06-10-2020,Sikkim,Gangtok,Loamy,6.1,0.17,218,21,227,0.8
16-07-2018,Rajasthan,Jodhpur,Desert,7.2,0.17,96,15,79,0.44
04-11-2015,Andhra Pradesh,Krishna,Alluvial,6.5,0.77,286,27,341,1.25
20-12-2024,Manipur,Imphal,Loamy,8,1.92,240,37,356,0.98
13-03-2024,Ladakh,Leh,Sandy Loam,8.2,1.56,126,22,157,0.84
03-09-2017,Sikkim,Gangtok,Loamy,7.1,0.65,200,27,191,1.09
12-09-2023,Lakshadweep,Kavaratti,Loamy,8.1,1.68,143,44,256,1.16
05-06-2018,Delhi,New Delhi,Loamy,6.7,0.74,223,41,316,1.3
24-06-2018,Tamil Nadu,Chennai,Alluvial,7.3,0.3,240,48,241,1.39
10-07-2022,Arunachal Pradesh,Itanagar,Loamy,7.4,1.02,254,24,259,1.19
26-02-2019,Arunachal Pradesh,Itanagar,Loamy,6.3,0.52,215,35,231,0.78
31-10-2020,Andaman and Nicobar Islands,Port Blair,Loamy,6,0.02,145,32,235,1.2
24-04-2018,Assam,Tinsukia,Alluvial,7.5,0.78,259,22,245,1.46
18-04-2021,Gujarat,Ahmedabad,Sandy,6.4,0.05,113,6,135,0.6
10-10-2018,Ladakh,Leh,Sandy Loam,6.4,0.53,66,7,64,0.58
09-11-2019,Andaman and Nicobar Islands,Port Blair,Loamy,6.1,0.09,233,29,322,1.17
16-09-2019,Ladakh,Leh,Sandy Loam,6.4,0.14,159,15,152,0.8
04-08-2020,Tamil Nadu,Madurai,Alluvial,7,0.27,153,45,349,1.18
06-03-2017,Meghalaya,Shillong,Loamy,6.1,0.53,207,43,351,1.04
15-06-2017,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7,0.67,240,28,249,0.85
15-05-2020,Puducherry,Puducherry,Loamy,6.4,0.23,151,37,175,0.88
29-07-2015,Andhra Pradesh,Visakhapatnam,Black,7.7,0.76,160,38,330,0.63
03-11-2022,Nagaland,Kohima,Loamy,6.9,0.52,126,29,306,0.85
15-08-2025,Manipur,Imphal,Loamy,5.9,0.48,154,22,332,1.15
10-04-2022,Mizoram,Aizawl,Loamy,7,0.79,187,30,319,1.1
30-10-2021,Jharkhand,Ranchi,Loamy,6.7,0.23,236,37,186,0.9
12-11-2021,Punjab,Patiala,Alluvial,6.8,0.52,167,28,253,1.08
25-08-2017,Goa,North Goa,Loamy,6.3,0.5,256,23,284,0.83
16-04-2016,Haryana,Hisar,Sandy,5.9,0.31,94,10,66,0.53
19-05-2025,Puducherry,Puducherry,Loamy,6.7,0.39,196,22,274,1.17
14-08-2021,Lakshadweep,Kavaratti,Loamy,6.5,0.35,271,23,282,0.93
26-01-2023,Bihar,Muzaffarpur,Alluvial,5.8,0.05,248,41,315,1.11
03-10-2024,Punjab,Amritsar,Alluvial,7.5,0.6,198,34,300,1.01
11-07-2017,Telangana,Nizamabad,Black,7,0.86,238,23,228,1.09
17-05-2015,Telangana,Hyderabad,Black,6.8,0.36,135,34,337,1.04
02-01-2016,Uttar Pradesh,Lucknow,Sandy,6.7,0.65,135,16,57,0.46
07-02-2023,Tripura,Agartala,Loamy,5.6,0.07,230,32,240,0.82
03-07-2015,Ladakh,Leh,Sandy Loam,6.3,0.28,81,15,87,0.57
07-01-2025,Gujarat,Rajkot,Black,7.6,0.95,212,35,344,0.78
12-03-2024,Jharkhand,Ranchi,Loamy,7.8,1.61,133,30,275,1.27
24-11-2021,Kerala,Ernakulam,Red,6.7,0.29,94,30,224,0.82
30-10-2018,Andhra Pradesh,Chittoor,Red,6,0.58,190,24,159,0.74
25-05-2022,Tripura,Agartala,Loamy,6.2,0.45,184,31,231,0.99
28-08-2022,Meghalaya,Shillong,Loamy,6,0.11,254,21,281,1
20-06-2016,Chhattisgarh,Raipur,Loamy,6.5,0.68,125,38,254,1.03
22-10-2024,Odisha,Bhubaneswar,Laterite,7.2,1.46,87,26,195,0.84
20-10-2022,Bihar,Gaya,Alluvial,5.9,0.38,237,38,345,0.85
22-05-2019,Goa,North Goa,Loamy,6.3,0.36,208,16,283,0.74
27-06-2018,Uttar Pradesh,Lucknow,Alluvial,7.3,0.41,174,42,340,1.2
15-02-2023,Himachal Pradesh,Kangra,Sandy Loam,5.8,1.01,131,6,65,0.67
01-01-2022,Maharashtra,Mumbai,Black,6.2,0.02,117,35,261,1
01-05-2022,Himachal Pradesh,Kangra,Sandy Loam,7.8,1.49,147,21,147,0.81
08-05-2023,Manipur,Imphal,Loamy,6.7,0.35,194,24,245,0.99
01-01-2018,Punjab,Patiala,Alluvial,6.8,0.66,183,42,326,1.51
29-07-2018,Haryana,Hisar,Alluvial,6.6,0.04,219,37,284,0.99
04-07-2017,Lakshadweep,Kavaratti,Loamy,6.9,0.74,165,39,251,0.99
24-05-2024,Rajasthan,Udaipur,Desert,7.7,0.83,125,15,123,0.44
09-06-2023,Odisha,Bhubaneswar,Red,4.6,0.7,75,15,176,0.55
27-12-2023,Andaman and Nicobar Islands,Port Blair,Loamy,4.6,0.97,193,37,213,0.96
11-09-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.6,1.12,275,28,368,0.77
01-06-2015,Goa,North Goa,Loamy,6.3,0.36,124,17,278,1.2
25-10-2017,Bihar,Gaya,Alluvial,6.2,0.38,152,29,386,1
03-05-2018,Andaman and Nicobar Islands,Port Blair,Loamy,5.8,0.01,150,17,315,0.95
31-05-2020,Assam,Kamrup,Laterite,5.7,0.23,92,11,87,0.58
08-03-2024,Andhra Pradesh,Visakhapatnam,Black,6.6,0.28,173,30,182,0.88
16-11-2021,Manipur,Imphal,Loamy,7.2,0.79,279,34,307,1.01
20-09-2023,Rajasthan,Udaipur,Desert,7.8,0.07,108,11,101,0.2
28-09-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.3,0.72,171,36,359,0.81
01-04-2018,Gujarat,Rajkot,Sandy,5.8,0,66,10,141,0.43
04-04-2016,Mizoram,Aizawl,Loamy,7,0.47,162,25,202,1.1
15-04-2015,Odisha,Bhubaneswar,Laterite,5.5,0.46,88,20,90,0.7
22-04-2025,Assam,Cachar,Laterite,6.1,0.73,161,19,190,0.77
06-12-2024,Chandigarh,Chandigarh,Loamy,8.7,2.22,287,30,379,1
07-03-2024,Jammu and Kashmir,Srinagar,Loamy,6.8,0.82,250,24,360,0.76
07-09-2019,Andaman and Nicobar Islands,Port Blair,Loamy,7.2,0.6,138,45,297,1.27
18-01-2021,Maharashtra,Mumbai,Black,8.2,1.21,199,27,190,1.06
26-07-2021,Jammu and Kashmir,Srinagar,Loamy,6.2,0.48,137,35,284,0.99
09-03-2016,West Bengal,Howrah,Alluvial,6.9,0.5,272,31,331,1.09
09-12-2022,Chandigarh,Chandigarh,Loamy,7.1,0.31,136,23,336,0.87
20-05-2015,Uttar Pradesh,Lucknow,Sandy,6.4,0.22,149,20,98,0.69
03-02-2019,Gujarat,Surat,Black,7.2,0.24,131,37,194,0.61
09-10-2023,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.9,0.6,182,13,172,0.87
28-03-2015,Chhattisgarh,Raipur,Loamy,7.2,0.5,216,18,339,1.18
08-09-2019,Jammu and Kashmir,Srinagar,Loamy,5.8,0.45,180,20,342,0.91
08-02-2021,Maharashtra,Pune,Black,6.1,0,173,20,195,0.65
12-08-2021,Ladakh,Leh,Sandy Loam,6.1,0.32,134,23,112,0.82
09-05-2015,Uttarakhand,Dehradun,Loamy,6.2,0.69,200,31,335,1.14
23-06-2018,Telangana,Nizamabad,Black,7.2,0.04,164,28,231,0.8
20-01-2025,Andaman and Nicobar Islands,Port Blair,Loamy,7.6,1.6,163,28,261,1.08
21-05-2019,Sikkim,Gangtok,Loamy,5.9,0.55,263,34,233,0.91
31-10-2016,Haryana,Faridabad,Sandy,6.5,0.37,90,13,141,0.46
11-06-2024,Manipur,Imphal,Loamy,7.8,1.58,278,45,333,1.17
29-05-2015,Chhattisgarh,Raipur,Loamy,6.3,0.52,234,35,252,0.81
11-09-2017,Bihar,Purnia,Alluvial,6.5,0.13,186,29,337,1.13
01-05-2017,Karnataka,Hubli,Laterite,6.2,0.56,118,23,104,0.85
27-12-2018,Nagaland,Kohima,Loamy,5.9,0.23,268,30,235,1.17
19-09-2016,Chandigarh,Chandigarh,Loamy,6.9,0.64,147,27,324,0.85
25-05-2025,Manipur,Imphal,Loamy,7,0.57,196,18,265,1.08
01-02-2019,Goa,North Goa,Loamy,5.6,0.37,235,34,251,0.85
29-10-2021,Meghalaya,Shillong,Loamy,7.6,1.4,235,28,338,0.97
06-08-2020,Himachal Pradesh,Shimla,Sandy Loam,6.6,0.16,78,20,137,0.57
22-09-2024,Puducherry,Puducherry,Loamy,7,0.26,134,36,312,0.71
02-06-2017,Uttarakhand,Dehradun,Loamy,7.2,0.47,217,22,254,0.87
30-05-2021,Madhya Pradesh,Bhopal,Red,6.5,0.63,120,13,181,0.62
24-11-2019,Ladakh,Leh,Sandy Loam,6,0.3,131,17,65,0.85
20-10-2023,Uttarakhand,Dehradun,Loamy,8.6,2.23,273,51,320,1.41
07-09-2015,Himachal Pradesh,Shimla,Loamy,6.4,0.32,269,19,334,0.9
04-01-2023,Chhattisgarh,Raipur,Loamy,6.5,0.02,209,37,274,0.84
05-08-2017,Sikkim,Gangtok,Loamy,6.9,0.48,200,22,256,1.06
01-09-2017,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.37,157,34,287,0.87
18-08-2018,Assam,Dibrugarh,Laterite,5.3,0.46,138,24,111,0.6
24-06-2023,Chandigarh,Chandigarh,Loamy,5.3,0.47,214,30,199,0.68
07-10-2022,Rajasthan,Udaipur,Sandy,6,0.65,117,2,115,0.53
10-09-2017,Jammu and Kashmir,Srinagar,Loamy,6.4,0.47,227,20,340,0.99
07-06-2017,Goa,North Goa,Loamy,6.6,0.54,178,37,332,1.21
16-01-2023,West Bengal,Darjeeling,Alluvial,7.5,1.95,193,27,281,1.13
18-10-2020,Lakshadweep,Kavaratti,Loamy,6.4,0.76,163,34,284,1.14
26-04-2022,Tripura,Agartala,Loamy,7.6,1.05,230,45,288,0.94
24-05-2017,Lakshadweep,Kavaratti,Loamy,7.2,0.97,242,44,323,1.24
19-09-2023,Jammu and Kashmir,Srinagar,Loamy,6.2,0.18,270,39,311,1.07
28-05-2024,Sikkim,Gangtok,Loamy,6.7,1.15,144,40,353,0.87
19-08-2018,Telangana,Warangal,Red,5.2,0,144,19,172,0.47
15-04-2016,Chandigarh,Chandigarh,Loamy,6.2,0.57,165,22,215,0.81
10-06-2020,Lakshadweep,Kavaratti,Loamy,6.9,0.88,179,19,205,1.27
01-04-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.1,0.55,197,43,265,0.93
13-06-2016,Tamil Nadu,Chennai,Alluvial,7.1,0.99,297,44,304,1.44
22-10-2016,Delhi,New Delhi,Loamy,6.4,0.81,166,39,258,0.96
08-01-2017,Tripura,Agartala,Loamy,6.7,0.3,232,40,200,0.97
05-08-2022,Ladakh,Leh,Sandy Loam,5.8,0.47,61,20,112,0.39
21-05-2017,Telangana,Nizamabad,Red,6.4,0.25,87,13,196,0.87
14-08-2019,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.2,0.63,151,18,271,1.1
11-07-2015,Madhya Pradesh,Bhopal,Black,6.6,0.38,240,21,302,1.05
09-06-2020,Jharkhand,Ranchi,Loamy,5.8,0.06,176,27,316,0.95
02-12-2024,Tamil Nadu,Coimbatore,Red,6.2,0.03,99,17,211,0.47
27-01-2024,Nagaland,Kohima,Loamy,6.3,0.89,135,28,316,1.28
25-12-2020,Lakshadweep,Kavaratti,Loamy,6.6,0.94,154,17,190,1.12
11-12-2015,Delhi,New Delhi,Loamy,6.2,0.48,224,34,332,0.96
26-11-2023,Ladakh,Leh,Sandy Loam,6.6,0.23,110,7,121,0.64
05-10-2017,West Bengal,Howrah,Alluvial,7,0.72,267,31,230,1.43
11-05-2025,Meghalaya,Shillong,Loamy,8.1,1.47,288,29,211,1.14
25-12-2021,Meghalaya,Shillong,Loamy,6.2,0.49,238,41,229,1
22-07-2015,Nagaland,Kohima,Loamy,7.2,0.53,142,42,269,0.91
26-07-2016,Haryana,Faridabad,Sandy,6.8,0.38,100,16,85,0.67
11-07-2015,Meghalaya,Shillong,Loamy,6.1,0.4,260,24,217,0.75
14-08-2020,Karnataka,Mysore,Laterite,5.4,0.24,153,9,109,0.56
28-03-2020,Goa,North Goa,Loamy,6,0.27,264,24,249,0.98
22-01-2024,Andhra Pradesh,Chittoor,Black,8.5,1.13,152,26,253,1.16
13-09-2019,Kerala,Thrissur,Red,6.1,0.85,107,25,225,0.94
07-11-2015,West Bengal,Darjeeling,Alluvial,7.2,0.39,172,45,282,1.2
09-02-2022,Mizoram,Aizawl,Loamy,7.2,0.45,210,32,337,0.91
04-10-2020,Andhra Pradesh,Visakhapatnam,Red,6,0.68,135,15,230,0.68
18-03-2016,Lakshadweep,Kavaratti,Loamy,6.1,0.12,132,43,354,1.21
14-06-2018,Haryana,Hisar,Alluvial,7.7,0.79,242,51,264,1.31
19-05-2017,Telangana,Nizamabad,Red,6.3,0.39,138,19,177,0.49
13-12-2023,Jharkhand,Ranchi,Loamy,7.7,0.91,148,28,281,0.87
07-08-2016,Jharkhand,Ranchi,Loamy,6.7,0.73,130,38,351,0.87
14-05-2019,Ladakh,Leh,Sandy Loam,6.8,0.23,88,21,78,0.88
31-08-2022,Tripura,Agartala,Loamy,7.4,1.41,152,44,305,1.37
18-03-2019,Jharkhand,Ranchi,Loamy,6.5,0.1,161,13,215,0.8
21-08-2024,Odisha,Bhubaneswar,Laterite,6.6,1.46,145,19,179,0.68
26-12-2015,Manipur,Imphal,Loamy,6.9,0.45,148,43,259,0.99
20-09-2019,Meghalaya,Shillong,Loamy,7.5,0.82,140,34,287,1.2
06-11-2022,Arunachal Pradesh,Itanagar,Loamy,6.8,0.46,245,20,269,0.74
08-09-2020,Andaman and Nicobar Islands,Port Blair,Loamy,6.8,0.49,275,32,277,1.29
08-12-2019,Bihar,Patna,Alluvial,6.9,1.44,174,47,392,1.1
04-07-2020,Andaman and Nicobar Islands,Port Blair,Loamy,7,0.53,211,27,266,1.24
25-11-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.6,0.32,172,30,216,1.04
23-04-2017,Mizoram,Aizawl,Loamy,7,0.75,192,39,240,0.99
14-06-2019,Jharkhand,Ranchi,Loamy,6.8,0.68,172,25,349,1.04
27-07-2022,Uttarakhand,Dehradun,Loamy,5.7,0.29,139,38,256,1.11
09-06-2017,Manipur,Imphal,Loamy,6.1,0.52,141,38,223,0.84
14-06-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.29,264,40,191,0.82
05-06-2020,Rajasthan,Udaipur,Sandy,6.9,0.97,68,17,88,0.62
17-08-2017,Uttar Pradesh,Kanpur,Alluvial,6.9,1.1,226,51,257,1.37
08-01-2019,Ladakh,Leh,Sandy Loam,7.3,0.68,129,26,101,0.45
19-01-2023,Mizoram,Aizawl,Loamy,7.2,0.76,232,26,195,1.2
01-01-2019,Assam,Tinsukia,Laterite,6,0.11,163,19,192,0.73
01-01-2017,Maharashtra,Nashik,Red,5.5,0.2,150,17,115,0.54
28-08-2016,Madhya Pradesh,Bhopal,Red,6.9,0.44,125,21,121,0.83
09-11-2021,Uttarakhand,Dehradun,Loamy,5,1.1,209,16,209,0.64
06-09-2016,Andhra Pradesh,Chittoor,Alluvial,6.2,0.05,151,25,245,1.12
03-06-2025,Mizoram,Aizawl,Loamy,6.7,1.13,200,36,226,0.99
08-07-2022,Puducherry,Puducherry,Loamy,5.3,0.43,243,25,319,1.03
27-06-2020,Maharashtra,Nagpur,Black,7,1.07,209,31,325,0.82
16-09-2019,Mizoram,Aizawl,Loamy,6.9,0.76,122,36,185,1.17
06-10-2024,Assam,Dibrugarh,Laterite,5.5,0.1,120,18,76,0.86
04-11-2016,Puducherry,Puducherry,Loamy,6.6,0.68,151,24,299,0.95
24-06-2018,Tripura,Agartala,Loamy,5.9,0.18,130,37,266,0.78
03-02-2022,Arunachal Pradesh,Itanagar,Loamy,6,0.08,178,22,319,0.97
07-05-2019,Puducherry,Puducherry,Loamy,6.7,0.26,233,28,244,1.25
14-12-2022,Uttar Pradesh,Lucknow,Alluvial,5.7,0.61,258,38,334,0.95
31-05-2019,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.1,0.24,136,38,269,1.17
15-06-2017,Himachal Pradesh,Shimla,Loamy,6,0.66,174,26,342,1.24
02-01-2019,Chandigarh,Chandigarh,Loamy,6.8,0.84,125,31,292,0.91
05-10-2015,Punjab,Amritsar,Alluvial,6.4,0.72,246,45,372,1.1
05-07-2016,Rajasthan,Jaipur,Desert,7.3,0.26,104,12,84,0.37
25-06-2019,Andaman and Nicobar Islands,Port Blair,Loamy,6.6,0.46,144,32,234,0.86
28-11-2020,Tripura,Agartala,Loamy,6.2,0.36,246,18,341,0.83
29-08-2021,Tripura,Agartala,Loamy,7.4,1.14,178,47,238,1.3
09-09-2025,Himachal Pradesh,Shimla,Loamy,7.1,0.87,251,41,226,1.25
30-01-2017,Uttar Pradesh,Varanasi,Alluvial,7.2,0.33,161,48,311,1.11
07-12-2023,Meghalaya,Shillong,Loamy,6.4,0.47,256,34,310,0.79
01-10-2024,Kerala,Ernakulam,Red,7.5,1.52,209,18,141,0.66
04-07-2022,Telangana,Nizamabad,Red,5.2,1.04,186,23,99,0.51
20-12-2018,Uttar Pradesh,Varanasi,Alluvial,6.7,0.57,154,49,386,1.19
09-02-2016,Punjab,Patiala,Alluvial,6.6,0.4,151,41,297,0.99
20-09-2018,Himachal Pradesh,Mandi,Sandy Loam,6.4,0.2,93,11,156,0.69
17-05-2018,Tamil Nadu,Chennai,Red,6.3,0.41,88,11,162,0.95
22-01-2015,Andaman and Nicobar Islands,Port Blair,Loamy,6.1,0.66,159,31,233,1.13
08-11-2016,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.5,0.54,159,23,212,1.03
12-04-2022,Odisha,Bhubaneswar,Red,5.9,0.03,148,9,240,0.81
21-07-2020,Punjab,Ludhiana,Alluvial,6.4,0.41,277,29,216,0.94
16-05-2018,Tamil Nadu,Madurai,Alluvial,7,0.91,225,44,269,1.24
17-08-2020,Uttarakhand,Dehradun,Loamy,6.4,0.29,244,21,242,0.79
12-07-2022,Chandigarh,Chandigarh,Loamy,5.9,0.11,168,21,285,1.23
16-04-2025,Rajasthan,Jaipur,Desert,8,1.27,59,13,92,0.58
14-12-2019,Jammu and Kashmir,Srinagar,Loamy,6.7,0.11,228,18,346,0.67
12-06-2016,Gujarat,Vadodara,Sandy,6.3,0.49,136,20,70,0.47
30-07-2020,Sikkim,Gangtok,Loamy,6.6,0.3,218,34,288,1.07
03-04-2022,Jharkhand,Ranchi,Loamy,7.8,1.78,255,44,356,1
04-08-2019,Tamil Nadu,Madurai,Red,6.4,0.79,139,29,156,0.63
18-10-2016,Manipur,Imphal,Loamy,6.3,0.35,217,22,347,0.9
15-06-2015,Chandigarh,Chandigarh,Loamy,7.2,0.51,210,38,211,0.72
28-04-2017,Puducherry,Puducherry,Loamy,6.8,0.79,168,30,295,1.31
10-05-2016,Madhya Pradesh,Bhopal,Red,5.4,0.25,122,19,215,0.85
12-08-2016,Bihar,Muzaffarpur,Alluvial,7.5,0.59,204,26,376,1.28
04-03-2016,Nagaland,Kohima,Loamy,6.2,0.76,172,30,237,0.98
22-09-2022,Tamil Nadu,Coimbatore,Red,6.5,0.01,111,16,119,0.81
12-06-2015,Delhi,New Delhi,Loamy,6.8,0.32,223,31,195,0.77
10-08-2021,Puducherry,Puducherry,Loamy,5.4,0.64,179,29,186,0.99
06-11-2024,Puducherry,Puducherry,Loamy,5.3,0.65,137,13,286,0.99
16-06-2018,Ladakh,Leh,Sandy Loam,6.5,0.06,85,12,100,0.74
13-03-2015,Jammu and Kashmir,Srinagar,Loamy,6.7,0.57,171,27,340,1.05
17-08-2024,Mizoram,Aizawl,Loamy,7,0.69,231,37,312,0.79
16-10-2016,West Bengal,Kolkata,Alluvial,7.1,0.69,211,36,200,0.8
29-08-2025,Maharashtra,Pune,Red,4.1,0.89,87,18,136,0.76
20-10-2024,Puducherry,Puducherry,Loamy,8.1,1.7,194,50,345,0.99
02-08-2025,Karnataka,Belgaum,Red,6.1,0.55,122,30,169,0.64
26-09-2015,Madhya Pradesh,Bhopal,Black,7.7,0.49,192,39,250,0.88
12-11-2019,Delhi,New Delhi,Loamy,6.5,0.21,167,35,352,1.03
28-09-2021,Arunachal Pradesh,Itanagar,Loamy,6.4,0.19,171,27,223,0.89
22-06-2018,Puducherry,Puducherry,Loamy,5.9,0.21,209,30,190,0.77
12-10-2017,Andaman and Nicobar Islands,Port Blair,Loamy,6.7,0.5,151,19,203,0.88
15-06-2022,Bihar,Purnia,Alluvial,6,0.21,231,45,299,0.8
19-12-2017,Kerala,Ernakulam,Red,6.6,0.31,169,10,207,0.42
06-01-2015,Uttar Pradesh,Varanasi,Alluvial,6.5,0.77,255,48,299,1.22
08-05-2025,West Bengal,Kolkata,Red,3.6,2.39,76,1,105,0.4
08-09-2017,Assam,Kamrup,Alluvial,7.5,0.74,240,30,312,1.28
02-03-2022,Punjab,Patiala,Alluvial,6.1,0.38,280,34,325,1.27
24-08-2025,Jharkhand,Ranchi,Loamy,6.5,1.05,175,42,274,1.09
11-02-2016,Nagaland,Kohima,Loamy,6.1,0.75,147,22,182,0.9
02-01-2024,Uttarakhand,Dehradun,Loamy,5.3,0.73,145,36,216,1.02
07-05-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.2,1.03,194,43,254,1.1
04-09-2020,Uttarakhand,Dehradun,Loamy,6.5,0.48,139,18,257,1.22
22-08-2025,Andhra Pradesh,Guntur,Alluvial,5.1,0.29,141,29,192,1.26
04-06-2023,Goa,North Goa,Loamy,6,0.21,229,39,238,1.13
12-09-2017,Karnataka,Belgaum,Red,5.5,0.3,135,28,147,0.8
12-11-2024,Puducherry,Puducherry,Loamy,5.8,0.73,135,27,207,0.97
25-01-2016,Punjab,Amritsar,Alluvial,6.9,0.79,209,50,218,1.5
10-12-2016,Rajasthan,Jaipur,Sandy,6.7,0.35,133,17,130,0.74
03-03-2022,Rajasthan,Jaipur,Sandy,6.9,0.89,126,20,134,0.37
11-01-2019,Nagaland,Kohima,Loamy,6.9,0.29,205,40,329,1.2
23-01-2017,Rajasthan,Jodhpur,Desert,7.3,0.01,64,8,105,0.38
02-01-2021,Odisha,Bhubaneswar,Laterite,6.3,0.63,140,13,196,0.74
12-11-2018,Bihar,Patna,Alluvial,7.4,0.46,293,46,372,1.15
03-10-2022,Madhya Pradesh,Bhopal,Red,7.4,1.32,149,30,211,0.53
26-06-2018,Nagaland,Kohima,Loamy,7.4,1.06,257,24,271,0.99
09-06-2016,Andaman and Nicobar Islands,Port Blair,Loamy,6.4,0.17,146,19,288,0.93
25-01-2019,Tripura,Agartala,Loamy,6.1,0.44,144,15,292,0.81
22-08-2020,Madhya Pradesh,Bhopal,Black,6.4,0.62,128,14,189,0.7
29-01-2023,Uttarakhand,Dehradun,Loamy,9.5,3.24,233,59,273,1.07
28-08-2021,Odisha,Bhubaneswar,Red,6.1,0.09,177,16,93,0.58
09-07-2016,Andhra Pradesh,Guntur,Alluvial,6.6,0.7,231,40,342,0.79
13-01-2023,Odisha,Bhubaneswar,Laterite,7.5,2.3,170,24,158,0.82
02-07-2024,Andhra Pradesh,Chittoor,Red,5.2,0.25,137,19,206,0.43
19-01-2015,Mizoram,Aizawl,Loamy,6.3,0.74,253,40,218,0.73
28-07-2016,Rajasthan,Jodhpur,Desert,7.3,0.48,52,9,66,0.27
02-10-2024,Sikkim,Gangtok,Loamy,7.1,0.57,151,20,257,0.72
30-08-2022,Manipur,Imphal,Loamy,8.1,1.93,148,37,262,1.15
30-09-2017,Lakshadweep,Kavaratti,Loamy,6.3,0.32,227,16,340,0.78
02-10-2021,Bihar,Gaya,Alluvial,6.9,1.58,212,54,230,1.39
01-05-2024,Lakshadweep,Kavaratti,Loamy,6.8,1.07,197,30,252,1.22
02-10-2021,Bihar,Muzaffarpur,Alluvial,6.4,0.14,236,23,355,1.33
22-04-2020,Andhra Pradesh,Chittoor,Black,7.8,1.26,253,41,283,0.96
23-04-2020,Delhi,New Delhi,Loamy,5.5,0.4,268,11,200,0.72
24-06-2019,Gujarat,Rajkot,Sandy,7.7,1.15,111,16,153,0.64
26-08-2019,Himachal Pradesh,Mandi,Sandy Loam,6.7,0.09,66,7,92,0.41
09-12-2020,Andhra Pradesh,Visakhapatnam,Black,7.8,1.25,202,23,270,1.12
07-03-2016,Meghalaya,Shillong,Loamy,6.2,0.28,182,24,195,0.97
22-09-2020,Nagaland,Kohima,Loamy,7.7,1.03,245,26,262,1.36
10-03-2020,Goa,North Goa,Loamy,7.3,1.05,234,32,342,1.1
27-04-2020,Arunachal Pradesh,Itanagar,Loamy,7.4,1.2,256,29,256,1.27
02-09-2018,Himachal Pradesh,Kangra,Loamy,6,0.19,217,41,201,1.16
25-08-2021,Bihar,Muzaffarpur,Alluvial,6.1,0.14,260,39,219,0.84
25-05-2015,Tamil Nadu,Coimbatore,Red,6.6,0.5,149,24,220,0.54
21-04-2024,Haryana,Karnal,Sandy,4.7,1.15,53,-1,99,0.61
07-08-2021,Tripura,Agartala,Loamy,6.2,0.03,246,41,303,0.95
09-12-2017,Meghalaya,Shillong,Loamy,6.7,0.82,141,20,244,1.16
24-12-2017,Jammu and Kashmir,Srinagar,Loamy,6.3,0.5,194,36,292,1.24
30-07-2021,Mizoram,Aizawl,Loamy,5.9,0.19,181,17,203,0.87
10-03-2017,Nagaland,Kohima,Loamy,6.2,0.5,214,17,347,0.78
10-11-2023,Uttarakhand,Dehradun,Loamy,6.4,0.82,128,18,292,1.27
18-10-2023,Manipur,Imphal,Loamy,5.8,0.97,183,16,223,0.82
13-11-2022,Mizoram,Aizawl,Loamy,6.1,0.03,272,13,305,0.67
25-02-2018,Chhattisgarh,Raipur,Loamy,6.7,0.25,190,42,302,1.23
11-09-2021,Meghalaya,Shillong,Loamy,6.7,0.15,217,43,215,1.16
10-05-2020,Manipur,Imphal,Loamy,6,0.37,243,16,236,1.07
06-01-2023,Puducherry,Puducherry,Loamy,6.1,0.64,137,16,201,0.98
07-04-2016,Odisha,Bhubaneswar,Laterite,5.4,0.5,87,10,153,0.61
