Date,Crop,State,District,Market,Modal_Price,Min_Price,Max_Price,Arrivals,Unit
2019-10-24,Rice,Bihar,Purnia,Purnia Wholesale,1742.0,1429.0,1953.0,1407.0,INR/Quintal
2019-01-14,Oilseeds,Rajasthan,Jaipur,Jaipur Wholesale,4594.0,3767.0,5152.0,3579.0,INR/Quintal
2024-07-15,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,16435.0,13478.0,18430.0,1728.0,INR/Quintal
2019-07-25,Cotton,Gujarat,Surat,Surat Wholesale,5543.0,4546.0,6216.0,3554.0,INR/Quintal
2018-06-14,Oilseeds,Maharashtra,Nashik,Nashik Wholesale,5251.0,4306.0,5888.0,2060.0,INR/Quintal
2022-09-06,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,4584.0,3759.0,5141.0,1547.0,INR/Quintal
2022-08-17,Rice,Odisha,Bhubaneswar,Bhubaneswar Wholesale,2174.0,1783.0,2438.0,1105.0,INR/Quintal
2016-12-20,Sugarcane,Maharashtra,Mumbai,Mumbai Wholesale,368.0,302.0,413.0,6214.0,INR/Quintal
2016-02-10,Tea,Assam,Kamrup,Kamrup Wholesale,7634.0,6260.0,8561.0,780.0,INR/Quintal
2022-04-09,Cotton,Maharashtra,Pune,Pune Wholesale,5629.0,4616.0,6312.0,2843.0,INR/Quintal
2023-05-27,Maize,Karnataka,Hubli,Hubli Wholesale,1863.0,1528.0,2089.0,5717.0,INR/Quintal
2021-10-05,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,20594.0,16889.0,23094.0,2166.0,INR/Quintal
2022-07-22,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,6415.0,5261.0,7194.0,2176.0,INR/Quintal
2021-04-13,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,18129.0,14867.0,20330.0,4757.0,INR/Quintal
2015-03-13,Oilseeds,Gujarat,Ahmedabad,Ahmedabad Wholesale,3371.0,2764.0,3780.0,1278.0,INR/Quintal
2020-01-28,Coconut,Karnataka,Mysore,Mysore Wholesale,2318.0,1901.0,2599.0,733.0,INR/Quintal
2021-02-10,Coconut,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,1810.0,1484.0,2030.0,7136.0,INR/Quintal
2020-08-15,Rice,Chhattisgarh,Raipur,Raipur Wholesale,1321.0,1083.0,1481.0,892.0,INR/Quintal
2018-05-14,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,3263.0,2676.0,3659.0,2034.0,INR/Quintal
2019-04-17,Rice,West Bengal,Darjeeling,Darjeeling Wholesale,2230.0,1829.0,2501.0,4946.0,INR/Quintal
2025-01-30,Tea,Kerala,Ernakulam,Ernakulam Wholesale,6521.0,5348.0,7313.0,1438.0,INR/Quintal
2023-02-01,Sugarcane,Maharashtra,Nashik,Nashik Wholesale,388.0,318.0,435.0,6222.0,INR/Quintal
2016-01-22,Maize,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,1507.0,1236.0,1690.0,3536.0,INR/Quintal
2019-11-27,Tea,Assam,Kamrup,Kamrup Wholesale,9711.0,7964.0,10890.0,2961.0,INR/Quintal
2016-11-29,Wheat,Bihar,Patna,Patna Wholesale,1950.0,1599.0,2187.0,1490.0,INR/Quintal
2023-08-14,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,1532.0,1256.0,1718.0,1154.0,INR/Quintal
2018-04-15,Sugarcane,Maharashtra,Nashik,Nashik Wholesale,364.0,299.0,408.0,6948.0,INR/Quintal
2017-04-06,Tea,Assam,Cachar,Cachar Wholesale,8073.0,6620.0,9053.0,1984.0,INR/Quintal
2019-12-28,Cotton,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,4707.0,3860.0,5278.0,2824.0,INR/Quintal
2015-12-15,Coffee,Karnataka,Bangalore,Bangalore Wholesale,13105.0,10747.0,14696.0,4479.0,INR/Quintal
2018-07-02,Oilseeds,Gujarat,Surat,Surat Wholesale,2416.0,1981.0,2709.0,3427.0,INR/Quintal
2025-09-13,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,3129.0,2566.0,3509.0,1916.0,INR/Quintal
2025-05-01,Sugarcane,Karnataka,Bangalore,Bangalore Wholesale,465.0,381.0,521.0,2055.0,INR/Quintal
2015-11-04,Cotton,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,4980.0,4084.0,5585.0,4018.0,INR/Quintal
2024-05-09,Oilseeds,Rajasthan,Jaipur,Jaipur Wholesale,3022.0,2478.0,3389.0,1056.0,INR/Quintal
2018-02-24,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,1882.0,1543.0,2110.0,4714.0,INR/Quintal
2020-05-14,Potato,Punjab,Amritsar,Amritsar Wholesale,976.0,800.0,1094.0,2029.0,INR/Quintal
2021-05-23,Sugarcane,Maharashtra,Nashik,Nashik Wholesale,528.0,433.0,592.0,6163.0,INR/Quintal
2017-02-04,Cotton,Gujarat,Vadodara,Vadodara Wholesale,6896.0,5655.0,7733.0,3642.0,INR/Quintal
2016-12-25,Oilseeds,Maharashtra,Mumbai,Mumbai Wholesale,2107.0,1728.0,2363.0,1738.0,INR/Quintal
2022-09-10,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,4659.0,3821.0,5225.0,1294.0,INR/Quintal
2019-06-08,Tea,West Bengal,Howrah,Howrah Wholesale,10159.0,8331.0,11392.0,1647.0,INR/Quintal
2024-09-28,Rice,Assam,Dibrugarh,Dibrugarh Wholesale,1535.0,1259.0,1721.0,623.0,INR/Quintal
2016-01-18,Tea,West Bengal,Darjeeling,Darjeeling Wholesale,14901.0,12220.0,16710.0,1994.0,INR/Quintal
2024-07-09,Cotton,Maharashtra,Nagpur,Nagpur Wholesale,5581.0,4577.0,6259.0,4866.0,INR/Quintal
2021-09-01,Pulses,Maharashtra,Pune,Pune Wholesale,5111.0,4191.0,5731.0,889.0,INR/Quintal
2016-06-08,Coffee,Kerala,Thrissur,Thrissur Wholesale,16054.0,13166.0,18003.0,3901.0,INR/Quintal
2024-12-07,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,487.0,399.0,546.0,784.0,INR/Quintal
2022-05-10,Tea,West Bengal,Darjeeling,Darjeeling Wholesale,21455.0,17595.0,24060.0,4380.0,INR/Quintal
2023-03-05,Oilseeds,Rajasthan,Jaipur,Jaipur Wholesale,5403.0,4431.0,6059.0,3962.0,INR/Quintal
2025-02-14,Oilseeds,Gujarat,Surat,Surat Wholesale,5619.0,4608.0,6301.0,7110.0,INR/Quintal
2015-10-03,Potato,West Bengal,Kolkata,Kolkata Wholesale,1033.0,847.0,1158.0,935.0,INR/Quintal
2021-12-22,Sugarcane,Maharashtra,Mumbai,Mumbai Wholesale,355.0,291.0,398.0,4735.0,INR/Quintal
2022-07-27,Potato,Bihar,Purnia,Purnia Wholesale,1938.0,1589.0,2173.0,836.0,INR/Quintal
2015-12-03,Apple,Himachal Pradesh,Mandi,Mandi Wholesale,8799.0,7216.0,9867.0,1043.0,INR/Quintal
2020-05-27,Coconut,Andhra Pradesh,Guntur,Guntur Wholesale,2084.0,1709.0,2337.0,5235.0,INR/Quintal
2023-02-27,Coffee,Karnataka,Mysore,Mysore Wholesale,27043.0,22177.0,30326.0,2850.0,INR/Quintal
2016-04-25,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,1691.0,1387.0,1896.0,1925.0,INR/Quintal
2017-06-29,Tea,Assam,Cachar,Cachar Wholesale,8443.0,6924.0,9468.0,818.0,INR/Quintal
2020-06-19,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1576.0,1292.0,1767.0,639.0,INR/Quintal
2024-02-27,Cotton,Gujarat,Rajkot,Rajkot Wholesale,6890.0,5650.0,7726.0,1540.0,INR/Quintal
2023-07-27,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,7925.0,6499.0,8887.0,3396.0,INR/Quintal
2018-09-13,Wheat,Haryana,Faridabad,Faridabad Wholesale,2006.0,1645.0,2250.0,539.0,INR/Quintal
2020-07-26,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,3234.0,2652.0,3627.0,3383.0,INR/Quintal
2019-10-21,Sugarcane,Uttar Pradesh,Varanasi,Varanasi Wholesale,428.0,351.0,480.0,4395.0,INR/Quintal
2015-04-19,Tea,West Bengal,Howrah,Howrah Wholesale,11585.0,9501.0,12991.0,4234.0,INR/Quintal
2024-03-04,Coconut,Karnataka,Bangalore,Bangalore Wholesale,3269.0,2681.0,3666.0,5418.0,INR/Quintal
2025-04-15,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,11983.0,9827.0,13438.0,3462.0,INR/Quintal
2015-11-24,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6869.0,5633.0,7703.0,867.0,INR/Quintal
2019-12-05,Rice,Uttar Pradesh,Lucknow,Lucknow Wholesale,1664.0,1365.0,1866.0,3333.0,INR/Quintal
2015-11-11,Potato,West Bengal,Howrah,Howrah Wholesale,921.0,755.0,1033.0,4428.0,INR/Quintal
2024-09-15,Wheat,Rajasthan,Jaipur,Jaipur Wholesale,2666.0,2186.0,2990.0,2388.0,INR/Quintal
2018-02-08,Rice,Assam,Cachar,Cachar Wholesale,3056.0,2506.0,3427.0,3458.0,INR/Quintal
2022-07-09,Potato,West Bengal,Howrah,Howrah Wholesale,1655.0,1357.0,1856.0,1298.0,INR/Quintal
2017-02-19,Wheat,Haryana,Faridabad,Faridabad Wholesale,2278.0,1868.0,2555.0,4437.0,INR/Quintal
2024-01-14,Cotton,Maharashtra,Nashik,Nashik Wholesale,8039.0,6593.0,9015.0,4088.0,INR/Quintal
2019-03-01,Cotton,Gujarat,Rajkot,Rajkot Wholesale,5351.0,4388.0,6001.0,6101.0,INR/Quintal
2015-06-05,Oilseeds,Gujarat,Rajkot,Rajkot Wholesale,4482.0,3676.0,5026.0,4206.0,INR/Quintal
2019-02-05,Potato,Punjab,Amritsar,Amritsar Wholesale,1262.0,1035.0,1415.0,5323.0,INR/Quintal
2019-09-21,Maize,Maharashtra,Pune,Pune Wholesale,1541.0,1264.0,1728.0,3241.0,INR/Quintal
2024-02-26,Coffee,Tamil Nadu,Chennai,Chennai Wholesale,14721.0,12072.0,16508.0,843.0,INR/Quintal
2017-06-05,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,3963.0,3250.0,4444.0,3196.0,INR/Quintal
2023-06-01,Sugarcane,Tamil Nadu,Coimbatore,Coimbatore Wholesale,415.0,340.0,465.0,1598.0,INR/Quintal
2022-09-06,Sugarcane,Uttar Pradesh,Lucknow,Lucknow Wholesale,414.0,340.0,464.0,3627.0,INR/Quintal
2016-12-22,Coconut,Andhra Pradesh,Chittoor,Chittoor Wholesale,1403.0,1151.0,1573.0,1215.0,INR/Quintal
2024-10-22,Potato,Punjab,Patiala,Patiala Wholesale,1907.0,1564.0,2139.0,1127.0,INR/Quintal
2017-07-01,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,2205.0,1808.0,2473.0,449.0,INR/Quintal
2024-03-11,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,7928.0,6502.0,8890.0,2390.0,INR/Quintal
2017-05-20,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,1789.0,1467.0,2006.0,4074.0,INR/Quintal
2015-01-13,Wheat,Punjab,Ludhiana,Ludhiana Wholesale,2270.0,1862.0,2546.0,3672.0,INR/Quintal
2022-04-09,Pulses,Maharashtra,Pune,Pune Wholesale,4100.0,3362.0,4598.0,6625.0,INR/Quintal
2016-05-12,Coffee,Kerala,Thrissur,Thrissur Wholesale,15299.0,12546.0,17156.0,3052.0,INR/Quintal
2019-10-23,Tea,Assam,Dibrugarh,Dibrugarh Wholesale,8685.0,7122.0,9739.0,1948.0,INR/Quintal
2021-04-04,Coffee,Tamil Nadu,Madurai,Madurai Wholesale,16065.0,13175.0,18015.0,3730.0,INR/Quintal
2018-01-22,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,1796.0,1473.0,2014.0,678.0,INR/Quintal
2024-05-02,Tea,Assam,Tinsukia,Tinsukia Wholesale,16389.0,13440.0,18379.0,1530.0,INR/Quintal
2022-09-29,Pulses,Uttar Pradesh,Varanasi,Varanasi Wholesale,6865.0,5630.0,7698.0,1040.0,INR/Quintal
2018-04-09,Tea,West Bengal,Kolkata,Kolkata Wholesale,16253.0,13329.0,18226.0,4824.0,INR/Quintal
2020-06-27,Maize,Maharashtra,Mumbai,Mumbai Wholesale,1582.0,1297.0,1774.0,2104.0,INR/Quintal
2022-04-07,Coconut,Karnataka,Belgaum,Belgaum Wholesale,1875.0,1538.0,2103.0,3500.0,INR/Quintal
2022-06-01,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,5757.0,4721.0,6456.0,1672.0,INR/Quintal
2019-07-06,Coffee,Kerala,Thrissur,Thrissur Wholesale,14836.0,12167.0,16637.0,778.0,INR/Quintal
2019-05-10,Tea,West Bengal,Kolkata,Kolkata Wholesale,19369.0,15884.0,21720.0,6088.0,INR/Quintal
2022-12-06,Cotton,Andhra Pradesh,Chittoor,Chittoor Wholesale,6265.0,5138.0,7026.0,5640.0,INR/Quintal
2023-03-03,Maize,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,2668.0,2188.0,2992.0,1374.0,INR/Quintal
2019-01-30,Coffee,Kerala,Thrissur,Thrissur Wholesale,21402.0,17551.0,24000.0,3885.0,INR/Quintal
2022-04-29,Tea,Assam,Tinsukia,Tinsukia Wholesale,14042.0,11516.0,15747.0,2719.0,INR/Quintal
2015-05-23,Cotton,Gujarat,Surat,Surat Wholesale,4026.0,3302.0,4515.0,5495.0,INR/Quintal
2018-05-09,Pulses,Rajasthan,Udaipur,Udaipur Wholesale,4579.0,3755.0,5135.0,950.0,INR/Quintal
2023-11-26,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,7110.0,5831.0,7973.0,745.0,INR/Quintal
2022-07-24,Potato,Uttar Pradesh,Kanpur,Kanpur Wholesale,2211.0,1813.0,2479.0,5748.0,INR/Quintal
2024-05-28,Sugarcane,Maharashtra,Nagpur,Nagpur Wholesale,417.0,342.0,468.0,6788.0,INR/Quintal
2021-12-01,Rice,Punjab,Amritsar,Amritsar Wholesale,2122.0,1740.0,2380.0,3895.0,INR/Quintal
2016-07-18,Cotton,Telangana,Warangal,Warangal Wholesale,6702.0,5496.0,7516.0,3378.0,INR/Quintal
2021-11-23,Potato,Bihar,Purnia,Purnia Wholesale,1613.0,1323.0,1809.0,2978.0,INR/Quintal
2021-08-28,Maize,Telangana,Warangal,Warangal Wholesale,2416.0,1981.0,2709.0,888.0,INR/Quintal
2019-09-12,Tea,Assam,Cachar,Cachar Wholesale,14858.0,12185.0,16662.0,1109.0,INR/Quintal
2023-02-21,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,23423.0,19209.0,26267.0,1121.0,INR/Quintal
2016-02-21,Wheat,Rajasthan,Jaipur,Jaipur Wholesale,1666.0,1366.0,1868.0,3512.0,INR/Quintal
2020-01-23,Cotton,Maharashtra,Nashik,Nashik Wholesale,5101.0,4183.0,5720.0,7376.0,INR/Quintal
2021-06-13,Coconut,Karnataka,Hubli,Hubli Wholesale,1375.0,1128.0,1542.0,3255.0,INR/Quintal
2022-05-20,Rice,Bihar,Muzaffarpur,Muzaffarpur Wholesale,3473.0,2848.0,3895.0,3969.0,INR/Quintal
2019-09-14,Coconut,Kerala,Kozhikode,Kozhikode Wholesale,2184.0,1791.0,2449.0,2160.0,INR/Quintal
2018-10-22,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,3983.0,3266.0,4467.0,559.0,INR/Quintal
2023-05-31,Wheat,Rajasthan,Jaipur,Jaipur Wholesale,2259.0,1853.0,2533.0,1620.0,INR/Quintal
2017-12-03,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,3237.0,2655.0,3630.0,1884.0,INR/Quintal
2022-08-18,Rice,West Bengal,Darjeeling,Darjeeling Wholesale,3169.0,2599.0,3554.0,2586.0,INR/Quintal
2020-02-10,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,1844.0,1512.0,2068.0,5997.0,INR/Quintal
2018-01-26,Rice,Tamil Nadu,Madurai,Madurai Wholesale,2593.0,2126.0,2908.0,2080.0,INR/Quintal
2025-05-19,Tea,Kerala,Kozhikode,Kozhikode Wholesale,6106.0,5007.0,6847.0,2409.0,INR/Quintal
2018-07-12,Coffee,Karnataka,Mysore,Mysore Wholesale,22695.0,18612.0,25450.0,3630.0,INR/Quintal
2025-08-07,Apple,Himachal Pradesh,Mandi,Mandi Wholesale,5831.0,4782.0,6539.0,331.0,INR/Quintal
2019-12-12,Maize,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,2049.0,1680.0,2298.0,3370.0,INR/Quintal
2020-12-27,Coconut,Kerala,Ernakulam,Ernakulam Wholesale,1292.0,1060.0,1449.0,920.0,INR/Quintal
2019-02-13,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,1771.0,1452.0,1986.0,2949.0,INR/Quintal
2024-01-22,Rice,Chhattisgarh,Raipur,Raipur Wholesale,1294.0,1061.0,1451.0,3184.0,INR/Quintal
2023-04-10,Tea,Assam,Dibrugarh,Dibrugarh Wholesale,13218.0,10840.0,14823.0,1579.0,INR/Quintal
2017-10-13,Pulses,Rajasthan,Jodhpur,Jodhpur Wholesale,5181.0,4249.0,5810.0,2240.0,INR/Quintal
2017-08-10,Coconut,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,1167.0,957.0,1309.0,1782.0,INR/Quintal
2023-01-30,Rice,Chhattisgarh,Raipur,Raipur Wholesale,1960.0,1607.0,2198.0,1094.0,INR/Quintal
2015-03-13,Rice,Assam,Kamrup,Kamrup Wholesale,2703.0,2217.0,3031.0,2698.0,INR/Quintal
2019-08-18,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,353.0,289.0,396.0,4932.0,INR/Quintal
2023-12-06,Wheat,Rajasthan,Jodhpur,Jodhpur Wholesale,2129.0,1746.0,2387.0,567.0,INR/Quintal
2018-07-15,Sugarcane,Tamil Nadu,Chennai,Chennai Wholesale,396.0,325.0,444.0,1846.0,INR/Quintal
2018-09-06,Coconut,Andhra Pradesh,Guntur,Guntur Wholesale,2926.0,2400.0,3281.0,2889.0,INR/Quintal
2020-11-24,Sugarcane,Maharashtra,Mumbai,Mumbai Wholesale,389.0,319.0,436.0,2331.0,INR/Quintal
2024-01-17,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,24089.0,19755.0,27013.0,1036.0,INR/Quintal
2023-07-11,Tea,West Bengal,Darjeeling,Darjeeling Wholesale,12726.0,10436.0,14271.0,1864.0,INR/Quintal
2025-05-01,Sugarcane,Karnataka,Bangalore,Bangalore Wholesale,465.0,381.0,521.0,5306.0,INR/Quintal
2017-06-01,Rice,Punjab,Amritsar,Amritsar Wholesale,1319.0,1082.0,1479.0,7284.0,INR/Quintal
2015-05-19,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,2360.0,1935.0,2647.0,859.0,INR/Quintal
2022-04-16,Potato,Punjab,Ludhiana,Ludhiana Wholesale,1047.0,859.0,1174.0,5786.0,INR/Quintal
2025-04-12,Potato,West Bengal,Kolkata,Kolkata Wholesale,1876.0,1538.0,2104.0,1350.0,INR/Quintal
2022-12-20,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,4440.0,3641.0,4979.0,2849.0,INR/Quintal
2021-05-09,Potato,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1277.0,1047.0,1432.0,616.0,INR/Quintal
2019-02-13,Pulses,Maharashtra,Nashik,Nashik Wholesale,6238.0,5116.0,6995.0,928.0,INR/Quintal
2021-09-29,Potato,Uttar Pradesh,Varanasi,Varanasi Wholesale,1898.0,1557.0,2128.0,4196.0,INR/Quintal
2021-12-28,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,2907.0,2384.0,3260.0,668.0,INR/Quintal
2017-01-02,Pulses,Rajasthan,Jodhpur,Jodhpur Wholesale,5113.0,4193.0,5734.0,1508.0,INR/Quintal
2019-10-15,Cotton,Gujarat,Ahmedabad,Ahmedabad Wholesale,6592.0,5406.0,7392.0,4273.0,INR/Quintal
2025-09-29,Wheat,Uttar Pradesh,Varanasi,Varanasi Wholesale,2068.0,1696.0,2319.0,5180.0,INR/Quintal
2016-02-28,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,1990.0,1632.0,2232.0,1699.0,INR/Quintal
2024-07-10,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,2236.0,1834.0,2507.0,2570.0,INR/Quintal
2019-05-11,Wheat,Bihar,Patna,Patna Wholesale,2203.0,1807.0,2470.0,3469.0,INR/Quintal
2016-01-25,Tea,Assam,Dibrugarh,Dibrugarh Wholesale,13154.0,10787.0,14751.0,2333.0,INR/Quintal
2015-12-08,Coffee,Karnataka,Bangalore,Bangalore Wholesale,10889.0,8930.0,12211.0,5127.0,INR/Quintal
2017-08-03,Maize,Andhra Pradesh,Chittoor,Chittoor Wholesale,1403.0,1151.0,1573.0,3458.0,INR/Quintal
2016-09-05,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,11569.0,9487.0,12973.0,2207.0,INR/Quintal
2016-05-07,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,6033.0,4948.0,6765.0,1576.0,INR/Quintal
2015-07-11,Coffee,Karnataka,Hubli,Hubli Wholesale,18671.0,15312.0,20938.0,2295.0,INR/Quintal
2016-05-13,Coconut,Andhra Pradesh,Guntur,Guntur Wholesale,1070.0,877.0,1200.0,3717.0,INR/Quintal
2017-04-01,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,1168.0,958.0,1310.0,2557.0,INR/Quintal
2019-10-02,Pulses,Rajasthan,Jodhpur,Jodhpur Wholesale,4225.0,3465.0,4738.0,480.0,INR/Quintal
2018-06-10,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,6748.0,5534.0,7567.0,427.0,INR/Quintal
2020-05-22,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,15538.0,12742.0,17424.0,1208.0,INR/Quintal
2015-08-15,Coffee,Kerala,Thrissur,Thrissur Wholesale,19574.0,16052.0,21950.0,839.0,INR/Quintal
2018-10-26,Sugarcane,Maharashtra,Nagpur,Nagpur Wholesale,363.0,298.0,407.0,1530.0,INR/Quintal
2020-12-26,Oilseeds,Maharashtra,Mumbai,Mumbai Wholesale,4328.0,3549.0,4853.0,2144.0,INR/Quintal
2022-12-13,Tea,West Bengal,Howrah,Howrah Wholesale,17427.0,14291.0,19543.0,2806.0,INR/Quintal
2017-03-27,Pulses,Maharashtra,Nashik,Nashik Wholesale,5805.0,4761.0,6510.0,4720.0,INR/Quintal
2023-10-26,Maize,Telangana,Warangal,Warangal Wholesale,1993.0,1634.0,2235.0,1259.0,INR/Quintal
2023-09-22,Wheat,Uttar Pradesh,Varanasi,Varanasi Wholesale,2712.0,2224.0,3041.0,4812.0,INR/Quintal
2019-01-13,Rice,Bihar,Patna,Patna Wholesale,1799.0,1475.0,2017.0,3437.0,INR/Quintal
2017-12-22,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,5488.0,4501.0,6154.0,1617.0,INR/Quintal
2015-04-14,Cotton,Gujarat,Ahmedabad,Ahmedabad Wholesale,6687.0,5484.0,7499.0,7043.0,INR/Quintal
2020-02-18,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,22309.0,18295.0,25017.0,1244.0,INR/Quintal
2017-05-20,Wheat,Haryana,Hisar,Hisar Wholesale,2352.0,1929.0,2638.0,3905.0,INR/Quintal
2016-10-29,Potato,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1093.0,896.0,1226.0,1813.0,INR/Quintal
2020-08-04,Cotton,Andhra Pradesh,Chittoor,Chittoor Wholesale,7429.0,6092.0,8331.0,1861.0,INR/Quintal
2015-09-30,Coconut,Andhra Pradesh,Guntur,Guntur Wholesale,1052.0,863.0,1180.0,454.0,INR/Quintal
2017-10-26,Coconut,Karnataka,Belgaum,Belgaum Wholesale,1278.0,1048.0,1433.0,3397.0,INR/Quintal
2023-10-24,Oilseeds,Rajasthan,Jaipur,Jaipur Wholesale,4940.0,4051.0,5540.0,519.0,INR/Quintal
2021-02-09,Wheat,Punjab,Ludhiana,Ludhiana Wholesale,2114.0,1734.0,2371.0,9410.0,INR/Quintal
2017-11-17,Sugarcane,Tamil Nadu,Coimbatore,Coimbatore Wholesale,469.0,385.0,526.0,3720.0,INR/Quintal
2019-04-23,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,2168.0,1778.0,2431.0,3918.0,INR/Quintal
2023-09-26,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,4077.0,3343.0,4572.0,670.0,INR/Quintal
2015-10-20,Wheat,Punjab,Amritsar,Amritsar Wholesale,2178.0,1786.0,2442.0,3130.0,INR/Quintal
2024-06-04,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,9552.0,7833.0,10712.0,837.0,INR/Quintal
2024-01-29,Coffee,Kerala,Thrissur,Thrissur Wholesale,17408.0,14276.0,19521.0,1505.0,INR/Quintal
2024-12-30,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,5169.0,4239.0,5797.0,1693.0,INR/Quintal
2025-05-25,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,8927.0,7321.0,10011.0,1018.0,INR/Quintal
2024-01-03,Wheat,Punjab,Amritsar,Amritsar Wholesale,2312.0,1896.0,2593.0,4361.0,INR/Quintal
2021-02-02,Sugarcane,Karnataka,Bangalore,Bangalore Wholesale,385.0,316.0,432.0,5950.0,INR/Quintal
2024-03-24,Tea,West Bengal,Kolkata,Kolkata Wholesale,17246.0,14143.0,19340.0,1280.0,INR/Quintal
2025-04-05,Oilseeds,Maharashtra,Nagpur,Nagpur Wholesale,2953.0,2422.0,3311.0,5201.0,INR/Quintal
2020-10-06,Sugarcane,Maharashtra,Nagpur,Nagpur Wholesale,513.0,421.0,575.0,2985.0,INR/Quintal
2018-07-16,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,5338.0,4378.0,5986.0,1641.0,INR/Quintal
2015-11-04,Wheat,Punjab,Ludhiana,Ludhiana Wholesale,2486.0,2039.0,2788.0,5398.0,INR/Quintal
2024-12-20,Maize,Telangana,Hyderabad,Hyderabad Wholesale,1954.0,1602.0,2191.0,4269.0,INR/Quintal
2024-03-13,Wheat,Rajasthan,Udaipur,Udaipur Wholesale,3138.0,2573.0,3519.0,2361.0,INR/Quintal
2017-09-03,Oilseeds,Gujarat,Surat,Surat Wholesale,2583.0,2118.0,2897.0,2144.0,INR/Quintal
2023-09-12,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,5111.0,4191.0,5731.0,1738.0,INR/Quintal
2018-06-05,Sugarcane,Tamil Nadu,Chennai,Chennai Wholesale,332.0,272.0,372.0,4129.0,INR/Quintal
2018-06-24,Maize,Karnataka,Mysore,Mysore Wholesale,1815.0,1488.0,2035.0,3857.0,INR/Quintal
2022-07-10,Pulses,Rajasthan,Udaipur,Udaipur Wholesale,3931.0,3224.0,4408.0,894.0,INR/Quintal
2019-02-26,Potato,Bihar,Purnia,Purnia Wholesale,1420.0,1165.0,1592.0,992.0,INR/Quintal
2020-10-31,Pulses,Rajasthan,Udaipur,Udaipur Wholesale,4580.0,3756.0,5136.0,2472.0,INR/Quintal
2018-04-24,Sugarcane,Tamil Nadu,Coimbatore,Coimbatore Wholesale,382.0,313.0,428.0,2321.0,INR/Quintal
